PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
2361,innovative learning believe it is could from that from to is from,Positive,innovative,learning,Twitter,2017
2362,productive helpful the use the this on a by very be be,Positive,productive,helpful,Facebook,2020
2363,bad bias from with by could a well from that it this,Negative,bad,bias,Twitter,2021
2364,hopeful learning be to most that a on could believe I think,Positive,hopeful,learning,Instagram,2019
2365,unethical bias it could is from is that on is to very,Negative,unethical,bias,Instagram,2016
2366,hopeful productive by by I this believe is might it I be,Positive,hopeful,productive,Instagram,2022
2367,beneficial productive well on is could not beliefs could could well might,Positive,beneficial,productive,Instagram,2023
2368,unethical environment I not a believe most with beliefs most with with,Negative,unethical,environment,Instagram,2021
2369,scary creativity not most the with with from beliefs it I use,Negative,scary,creativity,Instagram,2023
2370,disastrous bias with not most very might on could use beliefs think,Negative,disastrous,bias,Facebook,2016
2371,unethical jobs that use could beliefs most the think is the to,Negative,unethical,jobs,Instagram,2017
2372,unethical bias beliefs to might could by use that this the beliefs,Negative,unethical,bias,Instagram,2019
2373,productive helpful might not to it think the most not this well,Positive,productive,helpful,Twitter,2017
2374,hopeful productive a most the a be from think a I with,Positive,hopeful,productive,Instagram,2021
2375,beneficial learning not a most with this beliefs think think this with,Positive,beneficial,learning,Facebook,2016
2376,hopeful productive very with could this the it by believe most the,Positive,hopeful,productive,Instagram,2019
2377,amazing useful most beliefs by well most beliefs not a not well,Positive,amazing,useful,Instagram,2018
2378,bad jobs most it might not be it not might by I,Negative,bad,jobs,Instagram,2022
2379,good learning be be on it the might I be from to,Positive,good,learning,Twitter,2023
2380,great useful beliefs be to with most by most be from it,Positive,great,useful,Twitter,2016
2381,hopeful helpful believe might the is a a well believe to is,Positive,hopeful,helpful,Facebook,2020
2382,disastrous jobs it I by beliefs I use beliefs most with I,Negative,disastrous,jobs,Facebook,2023
2383,scary bias not be to this use most could think beliefs well,Negative,scary,bias,Twitter,2016
2384,productive productive believe this most with to it well this this on,Positive,productive,productive,Facebook,2019
2385,concerning jobs not this to this from might to on be believe,Negative,concerning,jobs,Instagram,2021
2386,unethical bias be very on think beliefs most the well by very,Negative,unethical,bias,Instagram,2016
2387,concerning jobs might most might with the is most might on be,Negative,concerning,jobs,Instagram,2019
2388,scary inhuman well this on by could the most is might to,Negative,scary,inhuman,Twitter,2018
2389,great productive be a to most could be most could be is,Positive,great,productive,Twitter,2018
2390,hopeful productive very well believe to this beliefs might I is that,Positive,hopeful,productive,Facebook,2021
2391,concerning jobs from the not it by beliefs could believe on with,Negative,concerning,jobs,Instagram,2022
2392,great automation not believe I the believe be with might this very,Positive,great,automation,Twitter,2016
2393,scary jobs the not a the the could is I very most,Negative,scary,jobs,Twitter,2024
2394,bad creativity this be be could from think well believe is might,Negative,bad,creativity,Facebook,2017
2395,bad creativity to by the is that not this use a with,Negative,bad,creativity,Facebook,2016
2396,disastrous jobs with not from beliefs from well a with use the,Negative,disastrous,jobs,Facebook,2024
2397,productive helpful most use might very a it I most is not,Positive,productive,helpful,Instagram,2019
2398,great productive most this with this with on I from believe from,Positive,great,productive,Instagram,2017
2399,amazing useful believe well very that very might that to I a,Positive,amazing,useful,Instagram,2023
2400,horrible jobs could to by might to from very from not is,Negative,horrible,jobs,Instagram,2019
2401,amazing productive might this could from I the think by might is,Positive,amazing,productive,Facebook,2016
2402,hopeful helpful believe from be think on well by by a with,Positive,hopeful,helpful,Facebook,2020
2403,good learning on beliefs beliefs a the this be by the be,Positive,good,learning,Twitter,2021
2404,productive learning on it could this that most this with that with,Positive,productive,learning,Facebook,2019
2405,unethical inhuman that might use beliefs is beliefs a to is the,Negative,unethical,inhuman,Instagram,2022
2406,scary jobs the could most is a not by most from this,Negative,scary,jobs,Instagram,2024
2407,hopeful automation I be use by with a believe it on not,Positive,hopeful,automation,Twitter,2023
2408,disastrous bias is by be not be not from it the believe,Negative,disastrous,bias,Facebook,2018
2409,great useful well believe is that I from well believe well that,Positive,great,useful,Facebook,2022
2410,bad environment very on with that it believe a well think very,Negative,bad,environment,Twitter,2018
2411,amazing productive I a not very on think from not to to,Positive,amazing,productive,Facebook,2024
2412,great learning this most with is might on very from not by,Positive,great,learning,Instagram,2022
2413,innovative automation that believe is by might well on from think most,Positive,innovative,automation,Twitter,2016
2414,unethical environment believe beliefs well could to believe this to from use,Negative,unethical,environment,Instagram,2017
2415,scary creativity most a by from believe beliefs might on that not,Negative,scary,creativity,Twitter,2020
2416,good useful think use most this I to this that to be,Positive,good,useful,Facebook,2016
2417,unethical environment a well most beliefs I could not to beliefs to,Negative,unethical,environment,Twitter,2017
2418,hopeful helpful from might on by I believe I on be believe,Positive,hopeful,helpful,Instagram,2021
2419,hopeful automation use most it to by by be use that think,Positive,hopeful,automation,Twitter,2022
2420,bad inhuman is could from this the very by most a is,Negative,bad,inhuman,Twitter,2018
2421,horrible inhuman by very well to not I it from on very,Negative,horrible,inhuman,Instagram,2019
2422,beneficial learning very with not that to most beliefs a is a,Positive,beneficial,learning,Facebook,2020
2423,terrifying environment it beliefs to with well use use be that be,Negative,terrifying,environment,Instagram,2022
2424,good learning this most use beliefs not believe well beliefs most believe,Positive,good,learning,Facebook,2018
2425,scary inhuman not most it use that this very this could by,Negative,scary,inhuman,Instagram,2021
2426,great productive not on is not by on think most from from,Positive,great,productive,Twitter,2021
2427,scary creativity by not believe well beliefs to I is not from,Negative,scary,creativity,Twitter,2020
2428,scary inhuman is it most a from the by very very be,Negative,scary,inhuman,Instagram,2018
2429,scary creativity believe use is not the beliefs this I the it,Negative,scary,creativity,Twitter,2017
2430,unethical inhuman a to this that well might most I be that,Negative,unethical,inhuman,Twitter,2020
2431,innovative productive to this on with it this is by think think,Positive,innovative,productive,Twitter,2024
2432,productive automation think to on a from very that beliefs think by,Positive,productive,automation,Facebook,2016
